,name,studio,series,combo,link
0,Farley Stillwell,Marvel,House of M,(Marvel)(House of M),Farley Stillwell (Marvel)(House of M)
0,Man,Marvel,01 - Wilbur Day,(Marvel)(01 - Wilbur Day),Man (Marvel)(01 - Wilbur Day)
0,Man,Marvel,02 - Unknown,(Marvel)(02 - Unknown),Man (Marvel)(02 - Unknown)
0,Man,Marvel,03 - Michael Watts,(Marvel)(03 - Michael Watts),Man (Marvel)(03 - Michael Watts)
0,Man,Marvel,Adventures,(Marvel)(Adventures),Man (Marvel)(Adventures)
0,Man,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Man (Marvel)(Last Gun on Earth)
0,Man,Marvel,Spider-Gwen,(Marvel)(Spider-Gwen),Man (Marvel)(Spider-Gwen)
0,Man,Marvel,Zombies,(Marvel)(Zombies),Man (Marvel)(Zombies)
0,Sting,Marvel,Earth-9997 - Earth X,(Marvel)(Earth-9997 - Earth X),Sting (Marvel)(Earth-9997 - Earth X)
0,Stinger,Marvel,01 - Wendy Sherman,(Marvel)(01 - Wendy Sherman),Stinger (Marvel)(01 - Wendy Sherman)
0,Stinger,Marvel,02 - Blodwen Reese,(Marvel)(02 - Blodwen Reese),Stinger (Marvel)(02 - Blodwen Reese)
0,Stinger,Marvel,03 - Cassie Lang,(Marvel)(03 - Cassie Lang),Stinger (Marvel)(03 - Cassie Lang)
0,Stinger,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Stinger (Marvel)(Age Of Apocalypse)
0,Stinger,Marvel,Children's Crusade,(Marvel)(Children's Crusade),Stinger (Marvel)(Children's Crusade)
0,Stinger,Marvel,MC2,(Marvel)(MC2),Stinger (Marvel)(MC2)
0,Stingray,Marvel,,(Marvel),Stingray (Marvel)
0,Stingray,Marvel,Armor Wars,(Marvel)(Armor Wars),Stingray (Marvel)(Armor Wars)
0,Stingray,Marvel,Mutant X,(Marvel)(Mutant X),Stingray (Marvel)(Mutant X)
0,Stingray,Marvel,Zombies,(Marvel)(Zombies),Stingray (Marvel)(Zombies)
0,Stitch,Marvel,,(Marvel),Stitch (Marvel)
0,John Stone,Marvel,,(Marvel),John Stone (Marvel)
0,Marcus Stone,Marvel,,(Marvel),Marcus Stone (Marvel)
0,Sam Stone,Marvel,,(Marvel),Sam Stone (Marvel)
0,Stone,Marvel,01 - Ninja,(Marvel)(01 - Ninja),Stone (Marvel)(01 - Ninja)
0,Stone,Marvel,02 - Gerald Stone,(Marvel)(02 - Gerald Stone),Stone (Marvel)(02 - Gerald Stone)
0,Stone,Marvel,,(Marvel),Stone (Marvel)
0,Stone,Marvel,04 - Assassins Guild,(Marvel)(04 - Assassins Guild),Stone (Marvel)(04 - Assassins Guild)
0,Tyler Stone,Marvel,2099 Timestorm,(Marvel)(2099 Timestorm),Tyler Stone (Marvel)(2099 Timestorm)
0,Kron Stone,Marvel,2099,(Marvel)(2099),Kron Stone (Marvel)(2099)
0,Miguel Stone,Marvel,2099,(Marvel)(2099),Miguel Stone (Marvel)(2099)
0,Nancy Stone,Marvel,2099,(Marvel)(2099),Nancy Stone (Marvel)(2099)
0,Tyler Stone,Marvel,2099,(Marvel)(2099),Tyler Stone (Marvel)(2099)
0,Stone,Marvel,Ultimate,(Marvel)(Ultimate),Stone (Marvel)(Ultimate)
0,Stonecold,Marvel,,(Marvel),Stonecold (Marvel)
0,Stonefoot,Marvel,,(Marvel),Stonefoot (Marvel)
0,Stonewall,Marvel,01 - Louis Hamilton,(Marvel)(01 - Louis Hamilton),Stonewall (Marvel)(01 - Louis Hamilton)
0,Mary Storm,Marvel,,(Marvel),Mary Storm (Marvel)
0,Storm,Marvel,01 - Ororo Munroe,(Marvel)(01 - Ororo Munroe),Storm (Marvel)(01 - Ororo Munroe)
0,Storm,Marvel,02 - North Korean mutate,(Marvel)(02 - North Korean mutate),Storm (Marvel)(02 - North Korean mutate)
0,John Storm,Marvel,1602,(Marvel)(1602),John Storm (Marvel)(1602)
0,Susan Storm,Marvel,1602,(Marvel)(1602),Susan Storm (Marvel)(1602)
0,Storm,Marvel,A-Force,(Marvel)(A-Force),Storm (Marvel)(A-Force)
0,Storm,Marvel,Adventures,(Marvel)(Adventures),Storm (Marvel)(Adventures)
0,Chili Storm,Marvel,Adventures,(Marvel)(Adventures),Chili Storm (Marvel)(Adventures)
0,Storm,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Storm (Marvel)(Age of Apocalypse)
0,Storm,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Storm (Marvel)(Age Of Apocalypse)
0,Storm,Marvel,Age Of X,(Marvel)(Age Of X),Storm (Marvel)(Age Of X)
0,Storm,Marvel,Animated,(Marvel)(Animated),Storm (Marvel)(Animated)
0,Storm,Marvel,Apes,(Marvel)(Apes),Storm (Marvel)(Apes)
0,Johnny Storm,Marvel,Bullet Points,(Marvel)(Bullet Points),Johnny Storm (Marvel)(Bullet Points)
0,Sue Storm,Marvel,Bullet Points,(Marvel)(Bullet Points),Sue Storm (Marvel)(Bullet Points)
0,Storm,Marvel,Civil War,(Marvel)(Civil War),Storm (Marvel)(Civil War)
0,Storm,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Storm (Marvel)(Days of Future Now)
0,Storm,Marvel,Days of Future Past,(Marvel)(Days of Future Past),Storm (Marvel)(Days of Future Past)
0,Storm,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Storm (Marvel)(Earth 9997 - Earth X)
0,Storm,Marvel,Earth-12101,(Marvel)(Earth-12101),Storm (Marvel)(Earth-12101)
0,Storm,Marvel,Earth-1815 - Exiles,(Marvel)(Earth-1815 - Exiles),Storm (Marvel)(Earth-1815 - Exiles)
0,Storm,Marvel,Earth-23895,(Marvel)(Earth-23895),Storm (Marvel)(Earth-23895)
0,Storm,Marvel,,(Marvel),Storm (Marvel)
0,Storm,Marvel,Earth-2814 - Exiles,(Marvel)(Earth-2814 - Exiles),Storm (Marvel)(Earth-2814 - Exiles)
0,Johnny Storm,Marvel,Earth-31117,(Marvel)(Earth-31117),Johnny Storm (Marvel)(Earth-31117)
0,Susan Storm,Marvel,Earth-31117,(Marvel)(Earth-31117),Susan Storm (Marvel)(Earth-31117)
0,Storm,Marvel,Earth-32000,(Marvel)(Earth-32000),Storm (Marvel)(Earth-32000)
0,Storm,Marvel,Earth-37072,(Marvel)(Earth-37072),Storm (Marvel)(Earth-37072)
0,Storm,Marvel,Earth-41001,(Marvel)(Earth-41001),Storm (Marvel)(Earth-41001)
0,Storm,Marvel,Earth-5692,(Marvel)(Earth-5692),Storm (Marvel)(Earth-5692)
0,Storm,Marvel,Earth-600123,(Marvel)(Earth-600123),Storm (Marvel)(Earth-600123)
0,Storm,Marvel,Earth-8280 - Limbo,(Marvel)(Earth-8280 - Limbo),Storm (Marvel)(Earth-8280 - Limbo)
0,Storm,Marvel,Earth-8441,(Marvel)(Earth-8441),Storm (Marvel)(Earth-8441)
0,Storm,Marvel,Earth-8649 - Exiles,(Marvel)(Earth-8649 - Exiles),Storm (Marvel)(Earth-8649 - Exiles)
0,Storm,Marvel,Earth-90210 - Old Man Logan,(Marvel)(Earth-90210 - Old Man Logan),Storm (Marvel)(Earth-90210 - Old Man Logan)
0,Storm,Marvel,Earth-9105 - Forever Yesterday,(Marvel)(Earth-9105 - Forever Yesterday),Storm (Marvel)(Earth-9105 - Forever Yesterday)
0,Storm,Marvel,Earth-94831,(Marvel)(Earth-94831),Storm (Marvel)(Earth-94831)
0,Matthew Storm,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Matthew Storm (Marvel)(Heroes Reborn)
0,Storm,Marvel,House of M,(Marvel)(House of M),Storm (Marvel)(House of M)
0,Storm,Marvel,House of M,(Marvel)(House of M),Storm (Marvel)(House of M)
0,Storm,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Storm (Marvel)(Last Gun on Earth)
0,Storm,Marvel,Mangaverse,(Marvel)(Mangaverse),Storm (Marvel)(Mangaverse)
0,Storm,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Storm (Marvel)(Mini Marvels)
0,Storm,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Storm (Marvel)(Skrull imposter)
0,Storm,Marvel,Ultimate,(Marvel)(Ultimate),Storm (Marvel)(Ultimate)
0,Franklin Storm,Marvel,Ultimate,(Marvel)(Ultimate),Franklin Storm (Marvel)(Ultimate)
0,Mary Storm,Marvel,Ultimate,(Marvel)(Ultimate),Mary Storm (Marvel)(Ultimate)
0,Storm,Marvel,X-Babies,(Marvel)(X-Babies),Storm (Marvel)(X-Babies)
0,Storm,Marvel,X-Tinction Agenda,(Marvel)(X-Tinction Agenda),Storm (Marvel)(X-Tinction Agenda)
0,Storm,Marvel,Zombies,(Marvel)(Zombies),Storm (Marvel)(Zombies)
0,Torch,Marvel,Earth-5692,(Marvel)(Earth-5692),Torch (Marvel)(Earth-5692)
0,Stormborn,Marvel,,(Marvel),Stormborn (Marvel)
0,Stormfront,Marvel,,(Marvel),Stormfront (Marvel)
0,Stormtrooper,Marvel,Earth-Doom,(Marvel)(Earth-Doom),Stormtrooper (Marvel)(Earth-Doom)
0,Stormy,Marvel,Astonishing X-Babies,(Marvel)(Astonishing X-Babies),Stormy (Marvel)(Astonishing X-Babies)
0,Storyteller,Marvel,,(Marvel),Storyteller (Marvel)
0,Clea Strange,Marvel,1602,(Marvel)(1602),Clea Strange (Marvel)(1602)
0,Stephen Strange,Marvel,1602,(Marvel)(1602),Stephen Strange (Marvel)(1602)
0,Strange,Marvel,2099,(Marvel)(2099),Strange (Marvel)(2099)
0,Stephen Strange,Marvel,Bullet Points,(Marvel)(Bullet Points),Stephen Strange (Marvel)(Bullet Points)
0,Steven Strange,Marvel,Earth-31117,(Marvel)(Earth-31117),Steven Strange (Marvel)(Earth-31117)
0,Stephen Strange,Marvel,Earth-59661,(Marvel)(Earth-59661),Stephen Strange (Marvel)(Earth-59661)
0,Stephen Strange,Marvel,Earth-721,(Marvel)(Earth-721),Stephen Strange (Marvel)(Earth-721)
0,Stephen Strange,Marvel,House of M,(Marvel)(House of M),Stephen Strange (Marvel)(House of M)
0,Clea Strange,Marvel,Ultimate,(Marvel)(Ultimate),Clea Strange (Marvel)(Ultimate)
0,Stranger,Marvel,,(Marvel),Stranger (Marvel)
0,Stranger,Marvel,Adventures,(Marvel)(Adventures),Stranger (Marvel)(Adventures)
0,Stranger,Marvel,Shadow Riders,(Marvel)(Shadow Riders),Stranger (Marvel)(Shadow Riders)
0,Stranglehold,Marvel,,(Marvel),Stranglehold (Marvel)
0,Streak,Marvel,,(Marvel),Streak (Marvel)
0,Street,Marvel,Adventures,(Marvel)(Adventures),Street (Marvel)(Adventures)
0,Neil Streich,Marvel,,(Marvel),Neil Streich (Marvel)
0,Strel,Marvel,,(Marvel),Strel (Marvel)
0,Stretch,Marvel,,(Marvel),Stretch (Marvel)
0,Strider,Marvel,,(Marvel),Strider (Marvel)
0,Strikeback,Marvel,,(Marvel),Strikeback (Marvel)
0,Striker,Marvel,,(Marvel),Striker (Marvel)
0,Striker,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Striker (Marvel)(Last Gun on Earth)
0,Stringer,Marvel,,(Marvel),Stringer (Marvel)
0,Stripmine,Marvel,,(Marvel),Stripmine (Marvel)
0,Strobe,Marvel,,(Marvel),Strobe (Marvel)
0,Susan Strong,Marvel,,(Marvel),Susan Strong (Marvel)
0,Strong Guy,Marvel,,(Marvel),Strong Guy (Marvel)
0,Strong Guy,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Strong Guy (Marvel)(Age of Apocalypse)
0,Strong Guy,Marvel,Animated,(Marvel)(Animated),Strong Guy (Marvel)(Animated)
0,Strong Guy,Marvel,Earth-42777,(Marvel)(Earth-42777),Strong Guy (Marvel)(Earth-42777)
0,Strong Guy,Marvel,House of M,(Marvel)(House of M),Strong Guy (Marvel)(House of M)
0,Strong Guy,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Strong Guy (Marvel)(Last Gun on Earth)
0,Strong Guy,Marvel,Ultimate,(Marvel)(Ultimate),Strong Guy (Marvel)(Ultimate)
0,Strongarm,Marvel,01 - Omega Flight,(Marvel)(01 - Omega Flight),Strongarm (Marvel)(01 - Omega Flight)
0,Strongarm,Marvel,02 - Cary Armstrong,(Marvel)(02 - Cary Armstrong),Strongarm (Marvel)(02 - Cary Armstrong)
0,Strongarm,Marvel,03 - Wrestler,(Marvel)(03 - Wrestler),Strongarm (Marvel)(03 - Wrestler)
0,Stronghold,Marvel,,(Marvel),Stronghold (Marvel)
0,Strongman,Marvel,,(Marvel),Strongman (Marvel)
0,Strongman,Marvel,,(Marvel),Strongman (Marvel)
0,Strongman,Marvel,Adventures,(Marvel)(Adventures),Strongman (Marvel)(Adventures)
0,Strongman,Marvel,Hyperion,(Marvel)(Hyperion),Strongman (Marvel)(Hyperion)
0,Stryfe,Marvel,01 - Clone,(Marvel)(01 - Clone),Stryfe (Marvel)(01 - Clone)
0,Stryfe,Marvel,02 - Neena Thurman,(Marvel)(02 - Neena Thurman),Stryfe (Marvel)(02 - Neena Thurman)
0,Stryfe,Marvel,03 - Future Hope Summers,(Marvel)(03 - Future Hope Summers),Stryfe (Marvel)(03 - Future Hope Summers)
0,Stryfe,Marvel,Earth-41001,(Marvel)(Earth-41001),Stryfe (Marvel)(Earth-41001)
0,Stryfe,Marvel,Ultimate,(Marvel)(Ultimate),Stryfe (Marvel)(Ultimate)
0,William Stryker,Marvel,,(Marvel),William Stryker (Marvel)
0,Stryker,Marvel,New Universe,(Marvel)(New Universe),Stryker (Marvel)(New Universe)
0,Willis Stryker,Marvel,Spider-Gwen,(Marvel)(Spider-Gwen),Willis Stryker (Marvel)(Spider-Gwen)
0,Stu,Marvel,,(Marvel),Stu (Marvel)
0,Alistaire Stuart,Marvel,,(Marvel),Alistaire Stuart (Marvel)
0,Stuff,Marvel,,(Marvel),Stuff (Marvel)
0,Stunner,Marvel,,(Marvel),Stunner (Marvel)
0,Master,Marvel,01 - George Smith,(Marvel)(01 - George Smith),Master (Marvel)(01 - George Smith)
0,Master,Marvel,02 - unknown,(Marvel)(02 - unknown),Master (Marvel)(02 - unknown)
0,Stupor,Marvel,,(Marvel),Stupor (Marvel)
0,Sturm,Marvel,,(Marvel),Sturm (Marvel)
0,Stylles,Marvel,,(Marvel),Stylles (Marvel)
0,Styx,Marvel,,(Marvel),Styx (Marvel)
0,Styx,Marvel,Ultimate,(Marvel)(Ultimate),Styx (Marvel)(Ultimate)
0,Ko Bin Su,Marvel,,(Marvel),Ko Bin Su (Marvel)
0,Mariner,Marvel,2099,(Marvel)(2099),Mariner (Marvel)(2099)
0,John Sublime,Marvel,,(Marvel),John Sublime (Marvel)
0,John Sublime,Marvel,Days of Future Now,(Marvel)(Days of Future Now),John Sublime (Marvel)(Days of Future Now)
0,Sublime,Marvel,Earth-15104,(Marvel)(Earth-15104),Sublime (Marvel)(Earth-15104)
0,Succubus,Marvel,01 - villain,(Marvel)(01 - villain),Succubus (Marvel)(01 - villain)
0,Succubus,Marvel,02 - X-Force,(Marvel)(02 - X-Force),Succubus (Marvel)(02 - X-Force)
0,Sugah,Marvel,X-Babies,(Marvel)(X-Babies),Sugah (Marvel)(X-Babies)
0,Sugar Man,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Sugar Man (Marvel)(Age of Apocalypse)
0,Sugar Man,Marvel,X-Babies,(Marvel)(X-Babies),Sugar Man (Marvel)(X-Babies)
0,Suicide King,Marvel,,(Marvel),Suicide King (Marvel)
0,Suicide King,Marvel,2099,(Marvel)(2099),Suicide King (Marvel)(2099)
0,Sumatran,Marvel,Ultimate,(Marvel)(Ultimate),Sumatran (Marvel)(Ultimate)
0,Sumi,Marvel,,(Marvel),Sumi (Marvel)
0,Betty Sumitro,Marvel,,(Marvel),Betty Sumitro (Marvel)
0,Summer,Marvel,,(Marvel),Summer (Marvel)
0,Summer,Marvel,X-Force,(Marvel)(X-Force),Summer (Marvel)(X-Force)
0,Rachel Anne Summers,Marvel,,(Marvel),Rachel Anne Summers (Marvel)
0,Ruby Summers,Marvel,,(Marvel),Ruby Summers (Marvel)
0,Hope Summers,Marvel,01 - Cable's Wife,(Marvel)(01 - Cable's Wife),Hope Summers (Marvel)(01 - Cable's Wife)
0,Hope Summers,Marvel,02 - Mutant Messiah,(Marvel)(02 - Mutant Messiah),Hope Summers (Marvel)(02 - Mutant Messiah)
0,Scott Summers,Marvel,100th Anniversary,(Marvel)(100th Anniversary),Scott Summers (Marvel)(100th Anniversary)
0,Christopher Summers,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Christopher Summers (Marvel)(Age of Apocalypse)
0,Katherine Summers,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Katherine Summers (Marvel)(Age of Apocalypse)
0,Rachel Summers,Marvel,Animated,(Marvel)(Animated),Rachel Summers (Marvel)(Animated)
0,Rachel Summers,Marvel,Apes,(Marvel)(Apes),Rachel Summers (Marvel)(Apes)
0,Rachel Summers,Marvel,Earth-8545,(Marvel)(Earth-8545),Rachel Summers (Marvel)(Earth-8545)
0,Scott Summers,Marvel,House of M,(Marvel)(House of M),Scott Summers (Marvel)(House of M)
0,Scotty Summers,Marvel,Mutant X,(Marvel)(Mutant X),Scotty Summers (Marvel)(Mutant X)
0,Ruby Summers,Marvel,Secret Wars,(Marvel)(Secret Wars),Ruby Summers (Marvel)(Secret Wars)
0,Rachel Summers,Marvel,X-Babies,(Marvel)(X-Babies),Rachel Summers (Marvel)(X-Babies)
0,Sumo,Marvel,,(Marvel),Sumo (Marvel)
0,Lin Sun,Marvel,,(Marvel),Lin Sun (Marvel)
0,Lin Sun,Marvel,House of M,(Marvel)(House of M),Lin Sun (Marvel)(House of M)
0,Sun Girl,Marvel,01 - Mary Mitchell,(Marvel)(01 - Mary Mitchell),Sun Girl (Marvel)(01 - Mary Mitchell)
0,Sun Girl,Marvel,02 - Selah Burke,(Marvel)(02 - Selah Burke),Sun Girl (Marvel)(02 - Selah Burke)
0,Sun Girl,Marvel,Adventures,(Marvel)(Adventures),Sun Girl (Marvel)(Adventures)
0,Sundance,Marvel,,(Marvel),Sundance (Marvel)
0,Sundance,Marvel,02,(Marvel)(02),Sundance (Marvel)(02)
0,Sunder,Marvel,,(Marvel),Sunder (Marvel)
0,Sunder,Marvel,Animated,(Marvel)(Animated),Sunder (Marvel)(Animated)
0,Sunder,Marvel,House of M,(Marvel)(House of M),Sunder (Marvel)(House of M)
0,Sunder,Marvel,Ultimate,(Marvel)(Ultimate),Sunder (Marvel)(Ultimate)
0,Sundown,Marvel,,(Marvel),Sundown (Marvel)
0,Sunfire,Marvel,,(Marvel),Sunfire (Marvel)
0,Sunfire,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Sunfire (Marvel)(Age of Apocalypse)
0,Sunfire,Marvel,Animated,(Marvel)(Animated),Sunfire (Marvel)(Animated)
0,Sunfire,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Sunfire (Marvel)(Days of Future Now)
0,Sunfire,Marvel,Earth-2109,(Marvel)(Earth-2109),Sunfire (Marvel)(Earth-2109)
0,Sunfire,Marvel,Earth-X,(Marvel)(Earth-X),Sunfire (Marvel)(Earth-X)
0,Sunfire,Marvel,House of M,(Marvel)(House of M),Sunfire (Marvel)(House of M)
0,Sunfire,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Sunfire (Marvel)(Last Gun on Earth)
0,Sunfire,Marvel,Mangaverse,(Marvel)(Mangaverse),Sunfire (Marvel)(Mangaverse)
0,Sunfire,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Sunfire (Marvel)(Mini Marvels)
0,Sunfire,Marvel,Mojoverse,(Marvel)(Mojoverse),Sunfire (Marvel)(Mojoverse)
0,Sunfire,Marvel,Mutant X,(Marvel)(Mutant X),Sunfire (Marvel)(Mutant X)
0,Sunfire,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Sunfire (Marvel)(Skrull imposter)
0,Sunfire,Marvel,Ultimate,(Marvel)(Ultimate),Sunfire (Marvel)(Ultimate)
0,Sunfire,Marvel,X-Babies,(Marvel)(X-Babies),Sunfire (Marvel)(X-Babies)
0,Sunfire,Marvel,Zombies,(Marvel)(Zombies),Sunfire (Marvel)(Zombies)
0,Sunflower,Marvel,,(Marvel),Sunflower (Marvel)
0,Sunpyre,Marvel,01 - Leyu Yoshida,(Marvel)(01 - Leyu Yoshida),Sunpyre (Marvel)(01 - Leyu Yoshida)
0,Sunpyre,Marvel,02 - Lumina,(Marvel)(02 - Lumina),Sunpyre (Marvel)(02 - Lumina)
0,Sunset Grace,Marvel,,(Marvel),Sunset Grace (Marvel)
0,Sunspot,Marvel,,(Marvel),Sunspot (Marvel)
0,Sunspot,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Sunspot (Marvel)(Age of Apocalypse)
0,Sunspot,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Sunspot (Marvel)(Days of Future Now)
0,Sunspot,Marvel,Days of Future Past,(Marvel)(Days of Future Past),Sunspot (Marvel)(Days of Future Past)
0,Sunspot,Marvel,Earth-2055,(Marvel)(Earth-2055),Sunspot (Marvel)(Earth-2055)
0,Sunspot,Marvel,Earth-41001,(Marvel)(Earth-41001),Sunspot (Marvel)(Earth-41001)
0,Sunspot,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Sunspot (Marvel)(Last Gun on Earth)
0,Sunspot,Marvel,Mutant X,(Marvel)(Mutant X),Sunspot (Marvel)(Mutant X)
0,Sunspot,Marvel,,(Marvel),Sunspot (Marvel)
0,Sunspot,Marvel,Ultimate,(Marvel)(Ultimate),Sunspot (Marvel)(Ultimate)
0,Sunspot,Marvel,X-Tinction Agenda,(Marvel)(X-Tinction Agenda),Sunspot (Marvel)(X-Tinction Agenda)
0,Sunstreak,Marvel,01 - Jennifer Burke,(Marvel)(01 - Jennifer Burke),Sunstreak (Marvel)(01 - Jennifer Burke)
0,Sunstreak,Marvel,02 - Andrea Roarke,(Marvel)(02 - Andrea Roarke),Sunstreak (Marvel)(02 - Andrea Roarke)
0,Sunstroke,Marvel,,(Marvel),Sunstroke (Marvel)
0,Super Sabre,Marvel,,(Marvel),Super Sabre (Marvel)
0,Adaptoid,Marvel,Adventures,(Marvel)(Adventures),Adaptoid (Marvel)(Adventures)
0,Adaptoid,Marvel,Animated,(Marvel)(Animated),Adaptoid (Marvel)(Animated)
0,Adaptoid,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Adaptoid (Marvel)(Heroes Reborn)
0,Android,Marvel,,(Marvel),Android (Marvel)
0,4,Marvel,,(Marvel),4 (Marvel)
0,Nova,Marvel,,(Marvel),Nova (Marvel)
0,Patriot,Marvel,01 - Unrevealed,(Marvel)(01 - Unrevealed),Patriot (Marvel)(01 - Unrevealed)
0,Patriot,Marvel,02 - John Walker,(Marvel)(02 - John Walker),Patriot (Marvel)(02 - John Walker)
0,Patriot,Marvel,03 - Mike Farrell,(Marvel)(03 - Mike Farrell),Patriot (Marvel)(03 - Mike Farrell)
0,Skrull,Marvel,,(Marvel),Skrull (Marvel)
0,Skrull,Marvel,Adventures,(Marvel)(Adventures),Skrull (Marvel)(Adventures)
0,Skrull,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Skrull (Marvel)(Heroes Reborn)
0,Skrull,Marvel,Mangaverse,(Marvel)(Mangaverse),Skrull (Marvel)(Mangaverse)
0,Skrull,Marvel,Ultimate,(Marvel)(Ultimate),Skrull (Marvel)(Ultimate)
0,Skrull,Marvel,Venomverse,(Marvel)(Venomverse),Skrull (Marvel)(Venomverse)
0,Skrull,Marvel,Zombies,(Marvel)(Zombies),Skrull (Marvel)(Zombies)
0,Supergiant,Marvel,,(Marvel),Supergiant (Marvel)
0,Superia,Marvel,,(Marvel),Superia (Marvel)
0,SuperPro,Marvel,,(Marvel),SuperPro (Marvel)
0,Suprema,Marvel,,(Marvel),Suprema (Marvel)
0,Supreme Hydra,Marvel,01 - Richard Fisk,(Marvel)(01 - Richard Fisk),Supreme Hydra (Marvel)(01 - Richard Fisk)
0,Supreme Hydra,Marvel,02 - Edgar Lascombe,(Marvel)(02 - Edgar Lascombe),Supreme Hydra (Marvel)(02 - Edgar Lascombe)
0,Supreme Hydra,Marvel,Adventures,(Marvel)(Adventures),Supreme Hydra (Marvel)(Adventures)
0,Supreme Hydra,Marvel,Animated,(Marvel)(Animated),Supreme Hydra (Marvel)(Animated)
0,Supreme Intelligence,Marvel,,(Marvel),Supreme Intelligence (Marvel)
0,Supreme Pontiff,Marvel,,(Marvel),Supreme Pontiff (Marvel)
0,Supreme Serpent,Marvel,Adventures,(Marvel)(Adventures),Supreme Serpent (Marvel)(Adventures)
0,Surfer,Marvel,,(Marvel),Surfer (Marvel)
0,Surge,Marvel,01 - Noriko Ashida,(Marvel)(01 - Noriko Ashida),Surge (Marvel)(01 - Noriko Ashida)
0,Surge,Marvel,Earth-600123,(Marvel)(Earth-600123),Surge (Marvel)(Earth-600123)
0,Surge,Marvel,House of M,(Marvel)(House of M),Surge (Marvel)(House of M)
0,The Surgeon,Marvel,,(Marvel),The Surgeon (Marvel)
0,The,Marvel,,(Marvel),The (Marvel)
0,Surrender Monkey,Marvel,,(Marvel),Surrender Monkey (Marvel)
0,Surtur,Marvel,,(Marvel),Surtur (Marvel)
0,Sushi,Marvel,,(Marvel),Sushi (Marvel)
0,Sutton,Marvel,,(Marvel),Sutton (Marvel)
0,Suture,Marvel,,(Marvel),Suture (Marvel)
0,Svetlana,Marvel,,(Marvel),Svetlana (Marvel)
0,Svyatogor,Marvel,,(Marvel),Svyatogor (Marvel)
0,Swad,Marvel,,(Marvel),Swad (Marvel)
0,Swain,Marvel,,(Marvel),Swain (Marvel)
0,Doctor Swaine,Marvel,,(Marvel),Doctor Swaine (Marvel)
0,Swarm,Marvel,,(Marvel),Swarm (Marvel)
0,Swarm,Marvel,Adventures,(Marvel)(Adventures),Swarm (Marvel)(Adventures)
0,Swarm,Marvel,Ultimate,(Marvel)(Ultimate),Swarm (Marvel)(Ultimate)
0,Sweet William,Marvel,,(Marvel),Sweet William (Marvel)
0,Swift,Marvel,,(Marvel),Swift (Marvel)
0,Swift Cloud,Marvel,Earth-483,(Marvel)(Earth-483),Swift Cloud (Marvel)(Earth-483)
0,Swine,Marvel,,(Marvel),Swine (Marvel)
0,Swine,Marvel,,(Marvel),Swine (Marvel)
0,Switchback,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Switchback (Marvel)(Age of Apocalypse)
0,Switchblade,Marvel,,(Marvel),Switchblade (Marvel)
0,Switchblade,Marvel,Requiem Sharks,(Marvel)(Requiem Sharks),Switchblade (Marvel)(Requiem Sharks)
0,Swordsman,Marvel,01 - Jacques Duquesne,(Marvel)(01 - Jacques Duquesne),Swordsman (Marvel)(01 - Jacques Duquesne)
0,Swordsman,Marvel,02 - Cotati Elder,(Marvel)(02 - Cotati Elder),Swordsman (Marvel)(02 - Cotati Elder)
0,Swordsman,Marvel,03 - Philip Jarvert,(Marvel)(03 - Philip Jarvert),Swordsman (Marvel)(03 - Philip Jarvert)
0,Swordsman,Marvel,,(Marvel),Swordsman (Marvel)
0,Swordsman,Marvel,05 - Andreas von Strucker,(Marvel)(05 - Andreas von Strucker),Swordsman (Marvel)(05 - Andreas von Strucker)
0,Swordsman,Marvel,06 - Swordsman' student,(Marvel)(06 - Swordsman' student),Swordsman (Marvel)(06 - Swordsman' student)
0,Swordsman,Marvel,07- Captain America villain,(Marvel)(07- Captain America villain),Swordsman (Marvel)(07- Captain America villain)
